,profile_name,subscriber,view,video,country,category,since,last_subscriber_30,last_view_30,min_month_earnings,max_month_earnings,2016_views,2017_views,2018_views,2019_views,2020_views,2021_views,2022_views,2023_views,2024_views,2016_subscribers,2017_subscribers,2018_subscribers,2019_subscribers,2020_subscribers,2021_subscribers,2022_subscribers,2023_subscribers,2024_subscribers
1637,المقرون,83100,9657841,41,Saudi Arabia (SA),People & Blogs,2014,100,11715,4,26,0,3120240,3280296,1210537,680918,783594,282717,132183,167356,0,43425,14943,11732,5300,4800,1300,400,1200
1638,Live Reactions,83079,7364572,184,Saudi Arabia (SA),Film & Animation,2018,1245,351045,131,789,0,0,1933927,5430645,0,0,0,0,0,0,0,42444,40635,0,0,0,0,0
1639,جنوبي للمونتاج 1   Jnoby Montage,83100,36555499,886,Saudi Arabia (SA),Music,2014,900,793471,297,1790,0,10254381,3268810,2631531,1796179,654747,2605671,4646186,12007488,0,38001,5222,5777,2900,3500,9900,5100,12700
1640,Sayidu,82900,30156,58,Saudi Arabia (SA),Comedy,2011,-100,15,0,0,0,0,25107782,25107212,5643,4648,1333,2381,15581,0,0,47980,41920,2300,2700,800,600,600
1641,Yamen Extra,82900,2453889,36,Saudi Arabia (SA),Gaming,2021,-100,2310,0,5,0,0,0,0,0,993529,967186,439576,53598,0,0,0,0,0,66900,15100,2900,2000
1642,سعود الشريف,82500,36246645,196,Saudi Arabia (SA),Travel & Events,2012,100,53872,20,121,7005653,2212410,9771548,5162193,6206821,3390682,1286279,708830,502229,12672,4171,27757,11800,15300,7200,1800,900,900
1643,مداد القلم,82300,28789086,21637,Saudi Arabia (SA),People & Blogs,2012,300,119764,44,269,0,4735605,2342754,4061257,2894108,4512911,4277516,3502255,2462680,0,8676,6024,14100,9300,13600,11400,11900,7300
1644, الشيخ زيد بن مسفر البحري,81800,21392178,22151,Saudi Arabia (SA),Nonprofits & Activism,2011,300,59171,22,133,8495771,2126520,2086624,2123018,1713280,1971183,906785,1085797,883200,21106,5904,7742,9048,9200,11600,9200,4500,3500
1645,Toks T8,81800,53748,21,Saudi Arabia (SA),Entertainment,2017,0,0,0,0,0,0,12114378,10434154,1051167,5426965,611429,163394,27645405,0,0,27037,46663,3800,5900,500,600,500
1646,المسألة هي,81500,18135235,666,Saudi Arabia (SA),Entertainment,2011,3100,2267445,850,5100,0,0,0,0,0,0,0,0,18135235,0,0,0,0,0,0,0,0,81500
1647,يوميات أنور صبآح,81400,947838,465,Saudi Arabia (SA),People & Blogs,2017,0,241,0,0,0,0,6052866,6756841,12328922,376634,847680,17537,13544,0,0,0,0,71400,9700,1300,600,400
1648,صالح ال كليب Saleh Al Koliab L,81300,20683633,73,Saudi Arabia (SA),Music,2016,200,0,0,0,0,0,3833550,4628389,1617478,2316497,1208070,4337575,2742074,0,0,19521,20979,4200,44700,68900,8500,3900
1649,انمى كى   Anime Key,81300,2204099,115,Saudi Arabia (SA),Entertainment,2015,0,3915,1,8,1123927,305086,708853,410191,59501,126946,1083972,87074,283745,51786,7632,9447,10635,2600,1700,1800,1500,800
1650,هيئة الزكاة والضريبة والجمارك,81400,32385772,585,Saudi Arabia (SA),People & Blogs,2015,800,111096,41,249,0,0,0,0,0,9444660,6625754,9061702,7253656,0,0,0,0,0,51700,13300,8800,7600
1651,قصر السعادة Palace Of Happiness,81200,34608979,183,Saudi Arabia (SA),People & Blogs,2017,400,150990,56,339,0,551356,1084600,5126417,5721803,8539641,10284522,1682205,1618435,0,1909,11052,7439,13700,18500,22600,2500,3500
1652,Epic Monst3r   إبك مونستر,80900,7545038,293,Saudi Arabia (SA),People & Blogs,2015,0,519,0,1,0,4848124,1022493,528184,676503,377078,58001,29176,5479,0,62673,8855,5272,4600,1100,500,600,500
1653,قينزو   Genzo,80800,2199003,269,Saudi Arabia (SA),Gaming,2015,-100,1311,0,2,0,1332487,1314521,132741,2009819,14585,1703969,748286,458805,0,15081,13533,786,700,600,400,100,53000
1654,قناة نادي الإتحاد الرسمية   Ittihad Fc,80156,4203808,225,Saudi Arabia (SA),Sports,2014,795,49020,18,110,1770105,2405465,28238,0,0,0,0,0,0,47193,32540,423,0,0,0,0,0,0
1655,Com. منوعات,80100,6967015,38,Saudi Arabia (SA),People & Blogs,2017,0,5350,2,12,0,6192559,47616678,52028449,305353,3916989,593996,227251,142638,0,0,0,0,0,0,80800,300,400
1656,قرية المرح  Village Of Fun,79900,19907318,44,Saudi Arabia (SA),general,2018,100,65537,24,147,0,0,0,0,0,0,0,19844938,62380,0,0,0,0,0,0,0,80300,400
1657,هشام Hesham L,79900,0,0,Saudi Arabia (SA),Gaming,2013,0,0,0,0,0,5041179,2540183,618399,630532,406920,9237213,0,0,0,57331,16043,3226,4600,600,800,600,500
1658,Faisal Plays,79800,0,0,Saudi Arabia (SA),Gaming,2016,0,0,0,0,0,7118565,4192161,2632227,1569841,1077601,650424,17240819,0,0,36067,24402,12931,4700,2500,600,600,800
1659,قصة سعودية,79700,277012,107,Saudi Arabia (SA),People & Blogs,2012,0,1959,0,4,0,20841420,20840648,635,224,131085,53082,41961,50523,0,84907,1585,1122,800,1200,200,100,200
1660,طبيب الكمبيوتر Pcd,79600,12973883,1362,Saudi Arabia (SA),Science & Technology,2014,100,65522,24,147,0,0,705693,238469,497237,6718152,2164629,1273298,1376405,0,0,24573,8127,4800,31500,4600,2500,3500
1661,Shog Lshabab,79558,36280867,153,Saudi Arabia (SA),Entertainment,2015,13607,6999584,2620,15700,10153324,26127543,0,0,0,0,0,0,0,29350,50208,0,0,0,0,0,0,0
1662,Kareem Xd Gaming,79500,12101910,147,Saudi Arabia (SA),Gaming,2012,0,669,0,1,6536565,4094862,1022978,276191,66504,60147,28865,8703,7095,60197,28951,624,2772,1900,2500,1700,800,600
1663,Ramsey's Stories,79400,12307568,15,Saudi Arabia (SA),People & Blogs,2016,0,419,0,0,0,5228949,5211526,1588341,136415,80959,35288,16118,9972,0,0,0,0,0,0,80200,400,400
1664,ثقف نفسك   Educate Yourself,79383,9936163,105,Saudi Arabia (SA),Pets & Animals,2016,14490,289980,0,108,0,9936163,0,0,0,0,0,0,0,0,79383,0,0,0,0,0,0,0
1665,عبدالله البدر Abdullah Albdr,79300,12026782,27,Saudi Arabia (SA),Music,2012,0,26871,10,60,0,0,16848564,2245451,2016404,1643138,6207346,366505,395032,0,0,55553,13147,2800,3400,3600,200,600
1666,Alqaiser,79200,762415,125,Saudi Arabia (SA),People & Blogs,2007,0,1527,0,3,0,0,219,48,222193,1102844,712839,130351,19599,0,0,71685,6015,77700,77900,2100,400,400
1667,Saiif Snaps,78860,4294112,8,Saudi Arabia (SA),People & Blogs,2018,6465,542820,203,1220,0,0,2672521,1621591,0,0,0,0,0,0,0,61062,17798,0,0,0,0,0
1668,Hidden Truth,78800,31559,37,Saudi Arabia (SA),News & Politics,2019,0,4,0,0,0,0,0,10389467,785699,615500,11761580,1206,1267,0,0,0,0,0,0,79500,400,300
1669,Yoruos,78700,0,0,Saudi Arabia (SA),Film & Animation,2013,-100,0,0,0,0,0,0,936236,728585,696811,19660,2341972,0,0,0,0,35100,21700,17800,7000,800,2100
1670,خط البلدة,78700,17673139,672,Saudi Arabia (SA),People & Blogs,2014,750,165630,62,372,0,6520742,4616597,6535800,0,0,0,0,0,0,30086,15924,32690,0,0,0,0,0
1671,Dj Eidoz🎶,78700,17786030,82,Saudi Arabia (SA),general,2018,400,126048,47,283,0,0,0,0,0,0,0,15145567,2640463,0,0,0,0,0,0,0,68800,9900
1672,Physicsium,78600,9166834,16,Saudi Arabia (SA),Entertainment,2016,1000,106690,40,240,32420,2436464,3241566,859967,1198835,1007049,390533,0,0,0,20383,23629,9388,11600,10400,3200,0,0
1673,Lara Roblox🙈🩵,78500,602324,148,Saudi Arabia (SA),Gaming,2011,0,7484,2,16,0,0,0,0,0,0,0,47870,554454,0,0,0,0,0,0,0,72300,6200
1674,فهد سبورت,78300,1032,7,Saudi Arabia (SA),Entertainment,2017,0,0,0,0,0,0,2828073,2603488,143009,5145,0,3029,374736,0,0,72153,6847,300,400,0,300,300
1675,Bóng đá Châu âu,77800,40635596,2764,Saudi Arabia (SA),Sports,2021,-230,94479,35,212,0,0,0,0,0,4223652,17228679,14490528,4692737,0,0,0,0,0,14500,32100,28900,2300
1676,Amjd Abdulaziz,77700,873,1,Saudi Arabia (SA),People & Blogs,2011,0,39,0,0,0,5457002,1001356,6392346,66012,0,0,368,505,0,71044,11626,730,1800,1900,800,700,500
1677,سكوب تك ,77000,4927380,370,Saudi Arabia (SA),Science & Technology,2016,200,21604,8,48,0,0,2629362,769432,379771,129078,86900,377544,555293,0,0,61475,6425,1800,600,800,3200,5500
1678,احمد زاهر | التجارة الإلكترونية,76900,23856,26,Saudi Arabia (SA),Entertainment,2015,100,4654,1,10,14090844,3807349,10245695,558682,310582,57697,34828,16603,371172,37461,26382,15852,295,300,800,600,500,300
1679,جعفر القيصر,76867,18911243,401,Saudi Arabia (SA),People & Blogs,2014,15630,3569160,1340,8029,0,0,0,18911243,0,0,0,0,0,0,0,0,76867,0,0,0,0,0
1680,المواصفات السعودية,76800,56440184,761,Saudi Arabia (SA),general,2013,200,529376,198,1190,0,0,0,32895800,7574815,6467651,3509817,4299079,1693022,0,0,0,49500,11400,9400,3100,1500,1900
1681,مطبخ أمي.,76400,11259772,408,Saudi Arabia (SA),Education,2015,300,74854,28,168,0,0,0,0,0,0,0,9691606,1568166,0,0,0,0,0,0,0,67600,8800
1682,A Lzain Tv,76200,30019998,204,Saudi Arabia (SA),News & Politics,2010,0,31812,11,71,0,0,0,0,23539699,2269864,2081963,1701556,426916,0,0,0,0,52200,8400,6900,6100,2600
1683,ツlion,76100,22902800,137,Saudi Arabia (SA),Entertainment,2015,0,928,0,2,0,6595871,11986282,1154122,1521121,1333170,214507,80799,16928,0,35760,30713,5427,3500,1600,100,400,400
1684,خوعن   5o3n,75900,9606275,140,Saudi Arabia (SA),Film & Animation,2014,0,2341,0,5,0,0,0,0,0,0,0,9572696,33579,0,0,0,0,0,0,0,75800,100
1685,عصير الكتب,75900,3346402,443,Saudi Arabia (SA),People & Blogs,2015,200,8227,3,18,269172,349711,868383,414790,197179,414744,520098,183728,128597,7181,7502,21131,10586,4400,10300,8100,3200,3500
1686,Polaris Waleed Tawfeek,75900,0,0,Saudi Arabia (SA),People & Blogs,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85635,4435,1800,1500,800,600,600
1687,استكنانfm,75900,27418157,525,Saudi Arabia (SA),Music,2014,3750,1479780,554,3330,0,0,0,0,0,0,0,27418157,0,0,0,0,0,0,0,0,75900,0
1688,M Television,75700,16728838,1872,Saudi Arabia (SA),News & Politics,2017,0,4475,1,10,0,0,8315558,4027549,2733804,1202030,369526,105084,24713,0,0,39528,15672,10700,4000,3900,700,1200
1689,سمو للإنتاج المرئي,75700,62645982,1534,Saudi Arabia (SA),Entertainment,2010,300,337813,126,760,0,24515424,7368280,6821206,3773768,8923124,3345693,4163674,3734813,0,39080,9081,48161,58800,58800,68800,3400,3500
1690,السعودية الان,75021,32662341,141,Saudi Arabia (SA),News & Politics,2014,2340,1123140,421,2530,0,19396823,13265518,0,0,0,0,0,0,0,49664,25357,0,0,0,0,0,0
1691,بلايستيشن السعودية,75000,14859474,438,Saudi Arabia (SA),Gaming,2013,0,4868,1,10,0,13384643,579218,315995,177358,213246,71955,50739,66320,0,72357,3025,1118,400,500,500,600,300
1692,Abdullah Gamz,74900,5649787,94,Saudi Arabia (SA),Gaming,2016,0,368,0,0,0,0,4125907,1102373,512165,188100,62200,24390,10852,0,0,68162,7338,3900,1500,1600,900,500
1693,اورنج ميديا Orange Media,74800,13132567,208,Saudi Arabia (SA),Music,2008,0,43701,16,98,0,0,3973972,3756046,1522711,2104160,847134,410718,517826,0,0,58812,9988,2000,2300,800,600,300
1694,مبادرة عنوان,74800,15613,4,Saudi Arabia (SA),Gaming,2013,0,24,0,0,60051,295975,356026,0,728,4517,5399,3664,1305,81486,1439,1160,1287,900,700,400,400,400
1695,A7mad,74800,0,0,Saudi Arabia (SA),general,2021,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77200,2400
1696,نجوم الليل,74700,18305414,247,Saudi Arabia (SA),general,2016,0,172,0,0,0,0,0,0,0,0,0,18302773,2641,0,0,0,0,0,0,0,75500,800
1697,Salman Alajmi,74700,20636804,951,Saudi Arabia (SA),Gaming,2009,0,22022,8,49,0,0,0,0,0,0,0,20119544,517260,0,0,0,0,0,0,0,73400,1300
1698,سالم قاسم Salem Kasem,74600,6992053,555,Saudi Arabia (SA),Entertainment,2016,400,37195,13,83,0,990691,471347,722749,856761,1599382,591066,742274,1017783,0,0,13292,13292,33700,19400,8000,7300,6200
1699,موري قيمز  Mo Ri Ga Me S,74500,713311,35,Saudi Arabia (SA),general,2016,0,2448,0,5,0,0,0,0,0,0,0,648610,64701,0,0,0,0,0,0,0,74700,200
1700,حكايات تاريخية,74400,0,0,Saudi Arabia (SA),Entertainment,2016,0,0,0,0,0,5362027,7459303,12821330,0,0,0,0,0,0,32737,36049,13114,2000,2500,1100,1100,800
1701,سعود نولوجي,74300,0,0,Saudi Arabia (SA),Science & Technology,2007,-100,9853960,0,3700,0,8672995,534004,297961,59798,170574,49866,42829,9828027,0,78182,154,436,400,1400,700,600,500
1702,Hgs00,74300,0,0,Saudi Arabia (SA),People & Blogs,2015,0,0,0,0,0,1732905,1621603,3354508,0,0,0,0,0,0,38548,39081,1171,1700,1100,1000,400,300
1703,Hamza Vids,74200,8799053,52,Saudi Arabia (SA),Entertainment,2013,0,4754,1,10,0,5238677,2643231,153082,260489,225708,165101,58119,54646,0,46301,27729,430,900,100,0,300,100
1704,ساخر للكورة Tv,74200,32884,69,Saudi Arabia (SA),Entertainment,2018,0,990,0,2,0,0,49110,5608556,3632608,2795373,446322,53189,12445896,0,0,3458,34742,23000,12800,600,200,200
1705,F.B.Tube,74190,17045055,91,Saudi Arabia (SA),People & Blogs,2017,1710,3710220,1390,8350,0,17045055,0,0,0,0,0,0,0,0,74190,0,0,0,0,0,0,0
1706,إليك الجواب,74014,14038459,141,Saudi Arabia (SA),People & Blogs,2014,29545,7304220,2740,16400,4786448,9252011,0,0,0,0,0,0,0,36591,37423,0,0,0,0,0,0,0
1707,Hạo Minh Vlogs,73900,996464,267,Saudi Arabia (SA),People & Blogs,2017,1000,77357,29,174,0,0,0,17215,392058,587191,0,0,0,0,0,0,0,0,73900,0,0,0
1708,حتسي,73700,5027,7,Saudi Arabia (SA),Gaming,2014,-100,41,0,0,0,6130658,1377479,575608,233140,91763,90214,32925,8526760,0,73230,5800,770,1000,2200,1200,600,1100
1709,Noushad Nvision,73700,5725222,428,Saudi Arabia (SA),Science & Technology,2011,500,35337,13,79,0,0,0,0,0,0,0,5291481,433741,0,0,0,0,0,0,0,68100,5600
1710,Zoz Fighter,73300,20722831,473,Saudi Arabia (SA),Gaming,2014,0,7870,2,17,0,0,0,0,0,0,0,20677977,44854,0,0,0,0,0,0,0,73600,300
1711,اليوتيوب الأمني,73000,20230165,148,Saudi Arabia (SA),News & Politics,2016,0,35944,13,80,2413465,13153932,6521019,1114155,2682133,617940,606967,256577,1771757,7508,46465,14013,3914,1000,300,300,300,200
1712,Tex   تيكس,72900,5978426,96,Saudi Arabia (SA),People & Blogs,2011,0,1715,0,3,0,0,0,4077467,1040236,475787,549645,214919,50210,0,0,0,60000,11900,100,1700,100,700
1713,حزب فله,72900,8772,2,Saudi Arabia (SA),People & Blogs,2017,0,0,0,0,0,0,6700407,6700407,3661,3707,1091,264,49,0,0,0,0,0,75000,900,700,500
1714,قناة خبر عاجل,72900,18888289,322,Saudi Arabia (SA),News & Politics,2017,0,1450,0,3,0,11132965,3300957,2269777,1111862,25051,1048225,29259,20295,0,0,0,0,0,0,73200,100,200
1715,واتس المملكة,72900,35988205,850,Saudi Arabia (SA),People & Blogs,2016,200,63735,23,143,9797575,2369808,187545,2588051,909650,18299872,829207,577507,804080,20156,2328,871,21845,1000,25900,0,0,800
1716,Skyda Ball Shorts ,73400,16574129,395,Saudi Arabia (SA),Sports,2023,4300,881677,330,1980,0,0,0,0,0,0,0,0,16574129,0,0,0,0,0,0,0,0,73400
1717,#كيني  ميني,72800,2058508,5,Saudi Arabia (SA),general,2015,-100,48,0,0,3523034,1512907,28214,8460,2308,6205,1922,710,562,70439,10290,2055,1574,500,2000,700,600,500
1718,وزارة التجارة ,72900,42862482,207,Saudi Arabia (SA),Howto & Style,2011,200,23235,8,52,0,0,0,40434896,615359,692748,406744,377665,335070,0,0,0,61000,3200,3200,1900,1600,2000
1719,Bebo Rage بيبوريج ,72700,10860633,1616,Saudi Arabia (SA),Gaming,2010,0,19356,7,43,0,0,3845462,1818487,1309980,1597492,1099993,608704,580515,0,0,36785,14515,5000,9300,3700,1300,2100
1720,لحن ونغم,72500,0,0,Saudi Arabia (SA),Music,2017,0,0,0,0,0,0,0,4485,4379,12058,10668,22450,382,0,0,0,0,0,73800,400,400,500
1721,Shaimawaleedmua,72400,3763906,19,Saudi Arabia (SA),Howto & Style,2012,0,119,0,0,0,0,3716114,94094,79732,15772,9068,5797,2793,0,0,74143,157,300,500,400,300,400
1722,Saudi Idol,72500,41437517,586,Saudi Arabia (SA),Entertainment,2022,200,154593,57,347,0,0,0,0,0,0,0,39228307,2209210,0,0,0,0,0,0,0,70300,2200
1723,Channel Talal   قناة الموسيقارالدكتور طلال,72500,20553365,142,Saudi Arabia (SA),Music,2017,300,175409,65,394,0,0,0,7932544,4254292,3160617,2220459,1532984,1452469,0,0,0,47500,8700,6800,3900,2900,2700
1724,عبد الرحيم بوعيدة   Abderrahim Bouaida,72000,247407,19,Saudi Arabia (SA),Entertainment,2012,100,315,0,0,0,0,23904,8647,8313,17129,24895,3056,213015,0,0,75254,75254,0,69100,100,300,3100
1725,استديو العروس الحلوه,71700,761971,356,Saudi Arabia (SA),Gaming,2014,0,413,0,0,0,8204530,8066710,301264,115843,156092,27958,18273,4721,0,63063,63063,0,0,0,72300,400,200
1726,الرشيدي للمونتاج    Al Rashidi,71380,17228258,360,Saudi Arabia (SA),People & Blogs,2016,7320,1737600,651,3910,0,0,17228258,0,0,0,0,0,0,0,0,71380,0,0,0,0,0,0
1727,Senbay I سنباي,71300,10487783,33,Saudi Arabia (SA),Entertainment,2016,400,75286,28,169,0,6517519,426788,1620402,879586,1902940,912003,2656346,884891,0,0,0,48000,5700,8800,3300,2600,2900
1728,كن مثقف,71288,13872755,260,Saudi Arabia (SA),Entertainment,2015,13392,4704606,1760,10600,13872755,0,0,0,0,0,0,0,0,71288,0,0,0,0,0,0,0,0
1729,شقاوهه [Fm],71200,24269,6,Saudi Arabia (SA),general,2015,0,18,0,0,0,0,0,0,0,0,0,5871831,5847562,0,0,0,0,0,0,0,71600,400
1730,Zaki Kitchen,71100,14221573,235,Saudi Arabia (SA),People & Blogs,2014,0,4263,1,9,0,0,0,0,13520362,313333,155056,120963,111859,0,0,0,0,69600,1300,200,0,0
1731,Dj Moodi Brown,71100,57362228,167,Saudi Arabia (SA),general,2014,300,424609,159,955,0,0,0,0,0,0,0,50920463,6441765,0,0,0,0,0,0,0,64500,6600
1732,Mrqobill,71000,10230665,40,Saudi Arabia (SA),Music,2019,13600,9853166,3690,22200,0,0,0,0,0,0,0,0,10230665,0,0,0,0,0,0,0,0,71000
1733,فرسان السنة,70900,8286879,2767,Saudi Arabia (SA),People & Blogs,2014,200,31476,11,70,0,1328518,971786,790594,594353,1250345,1634868,1074228,642187,0,10399,8727,8174,6100,12300,13000,7500,4700
1734,قصص ابوســطـام,70800,3200833,1310,Saudi Arabia (SA),Comedy,2015,0,33344,12,75,0,0,0,611982,258511,280208,1489482,447866,629806,0,0,0,68000,68000,0,69300,500,1000
1735,Tron Foundation,70700,0,0,Saudi Arabia (SA),Gaming,2016,0,0,0,0,0,0,0,27591,27591,0,0,0,0,0,0,0,74800,1500,1300,500,400,400
1736,Ark Invest & Elon Musk,70500,0,0,Saudi Arabia (SA),Science & Technology,2010,-30,0,0,0,0,10015470,1455081,485477,479321,423499,247816,13106664,0,0,61422,4523,2655,1200,800,0,100,0
1737,Sybeast | Springles,70400,40745276,678,Saudi Arabia (SA),Film & Animation,2011,0,20268,7,45,0,0,0,0,0,0,0,40461782,283494,0,0,0,0,0,0,0,71000,600
1738,جهاد العبيد,70200,629336,37,Saudi Arabia (SA),News & Politics,2017,-100,6498,2,14,0,0,0,4127025,1287688,479342,1345096,3064830,103891,0,0,0,51200,13100,8500,600,900,1100
1739,معرفة   Knowledge,70102,17760783,263,Saudi Arabia (SA),People & Blogs,2016,60000,14478150,5430,32600,0,17760783,0,0,0,0,0,0,0,0,70102,0,0,0,0,0,0,0
1740,دُنيانا بذكراهُ تطيب,70200,9894363,296,Saudi Arabia (SA),Education,2012,600,56899,21,128,0,0,0,0,0,0,0,9360764,533599,0,0,0,0,0,0,0,65900,4300
1741,سناب مشهور Snapmshor,70000,0,0,Saudi Arabia (SA),People & Blogs,2016,0,0,0,0,0,21333761,1658199,2649359,1682259,1489029,755096,24268985,0,0,31229,28261,4110,5900,1000,400,500,400
1742,Mbc The Voice Kids,69920,1408065,7,Saudi Arabia (SA),People & Blogs,2017,1350,463920,173,1040,0,23101,1384964,0,0,0,0,0,0,0,68427,1493,0,0,0,0,0,0
1743,حبيب العازمي,69800,60052445,2166,Saudi Arabia (SA),People & Blogs,2016,200,253204,94,569,0,0,0,13208173,6752629,12639574,14891134,7975384,4585551,0,0,0,27700,10900,12400,10400,5200,3200
1744,المعتصم بالله .السلفي,69686,33058747,747,Saudi Arabia (SA),People & Blogs,2011,570,141600,53,318,0,30226290,598946,2233511,0,0,0,0,0,0,57875,5012,6799,0,0,0,0,0
1745,Reliiaz,69600,5470394,354,Saudi Arabia (SA),Gaming,2013,0,2405,0,5,0,3500685,1397877,317836,81735,69806,39878,36124,26453,0,55101,16754,945,900,1100,500,400,300
1746,تكنولوجياتي,69500,4320019,75,Saudi Arabia (SA),Science & Technology,2017,-100,595,0,1,0,29169,228675,797943,2075108,1280957,267215,371752,12704,0,3939,4091,12870,35400,14700,500,1100,900
1747,حميّد القحطاني   H Ma3i D Al Qahtani,69400,513,1,Saudi Arabia (SA),general,2017,-100,0,0,0,0,0,0,0,0,0,0,512,1,0,0,0,0,0,0,0,70100,700
1748,Lady Arabs سيدة العرب,69400,1153427,23,Saudi Arabia (SA),Entertainment,2015,-100,47,0,0,0,5835126,7623583,13323477,1361207,352573,5120,2885,1556,0,22392,32446,17862,600,1200,400,600,500
1749,Ej Ram Ak  47 اجرام,69000,6331488,210,Saudi Arabia (SA),Gaming,2015,0,562,0,1,2740556,1560854,1082526,517968,201950,135481,57339,22129,12685,45237,17096,6294,1973,400,600,500,600,300
1750,Arab Travelers,68800,9925971,574,Saudi Arabia (SA),Travel & Events,2017,0,6217,2,13,0,0,263397,88854,72344,3495551,5532164,276852,196809,0,0,2980,530,470,29820,32800,900,1300
1751,Aihamoo,68700,22379260,204,Saudi Arabia (SA),Entertainment,2014,-100,7218,2,16,0,0,0,0,0,0,0,22250660,128600,0,0,0,0,0,0,0,70900,2200
1752,Vickdance,68600,200,1,Saudi Arabia (SA),People & Blogs,2016,0,7,0,0,0,2544909,0,0,0,0,0,2544909,200,0,0,0,0,0,0,0,69000,400
1753,مشاريع السعودية,68600,14316467,392,Saudi Arabia (SA),Travel & Events,2011,400,58672,22,132,0,0,0,0,10374903,1322466,1245246,684098,689754,0,0,0,0,43900,9300,5300,4800,5300
1754,Giác Ngộ,68300,12038024,1245,Saudi Arabia (SA),People & Blogs,2020,2200,635872,238,1430,0,0,0,0,408105,213275,299559,1856287,9260798,0,0,0,0,0,0,8260,22340,37700
1755,حقيبة المعرفة,68182,9965208,28,Saudi Arabia (SA),Entertainment,2016,35420,11436530,4290,25700,9965208,0,0,0,0,0,0,0,0,68182,0,0,0,0,0,0,0,0
1756,السعودية الآن,68180,223275,14,Saudi Arabia (SA),People & Blogs,2014,77,215440,80,484,0,223275,0,0,0,0,0,0,0,0,68180,0,0,0,0,0,0,0
1757,Massrh,68000,560258,3,Saudi Arabia (SA),News & Politics,2016,0,3,0,0,0,0,7420476,2083982,5848271,1120090,108307,4324491,165,0,0,36900,14900,9400,8200,200,600,600
1758,مشاهير المحبوبين,67900,20416259,137,Saudi Arabia (SA),People & Blogs,2016,0,11078,4,24,0,0,3479706,6526862,2431131,5871860,1434838,514379,157483,0,0,13822,26578,7600,15600,2800,1200,300
1759,Awaan | Kids,67700,38293592,577,Saudi Arabia (SA),Entertainment,2018,200,157518,59,354,0,0,198698,1895060,11271579,12637950,5968248,3447865,2874192,0,0,13467,3633,18200,18500,6200,4000,3700
1760,Top Video,67500,20544,3,Saudi Arabia (SA),People & Blogs,2013,0,12,0,0,0,13915832,3201325,227152,17328791,3534,1117,229,146,0,49783,9926,5091,6200,1400,900,600,600
1761,سعد آل نبهان,67400,7528219,42,Saudi Arabia (SA),People & Blogs,2018,-100,5683,2,12,0,0,0,3620179,494574,2927266,288847,150734,46619,0,0,0,37500,1700,30000,400,200,1200
1762,Real Story,67200,16695318,643,Saudi Arabia (SA),News & Politics,2016,-100,308,0,0,0,16039793,3497798,5204125,2033046,16364975,16694499,8436,9154,0,0,0,0,0,0,68600,400,1000
1763,جيمي زد Jimmy Z I,67027,87117,33,Saudi Arabia (SA),Gaming,2016,-270,64320,0,24,0,2363938,2276821,0,0,0,0,0,0,0,0,67027,0,0,0,0,0,0
1764,Mohammad Abdu,66911,24030385,819,Saudi Arabia (SA),People & Blogs,2014,6000,2280330,855,5130,0,0,24030385,0,0,0,0,0,0,0,0,66911,0,0,0,0,0,0
1765,كادي الريم,66800,43137971,845,Saudi Arabia (SA),News & Politics,2015,300,234596,87,527,0,10956706,8141127,4846952,6997479,8635842,1740806,700485,1118574,0,14137,15128,8335,10400,13000,2300,2000,1500
1766,Ridat | رايدات,66600,6016215,75,Saudi Arabia (SA),People & Blogs,2013,0,4636,1,10,0,1392571,1442402,781903,1310453,503128,252331,209361,124066,0,22849,20566,7285,12600,2000,500,700,100
1767,ضحك فله,66410,28449231,426,Saudi Arabia (SA),Comedy,2015,10695,6631755,2490,14900,0,0,28449231,0,0,0,0,0,0,0,0,66410,0,0,0,0,0,0
1768,عبدالله السلمان Abdullah Al Salman,66300,41806161,30,Saudi Arabia (SA),Music,2010,0,18843,7,42,0,30437231,4291635,3932717,35665333,75071,45368,30945,38658527,0,51938,7830,6432,1600,700,300,400,100
1769,الفن والنجوم,66100,3190854,50,Saudi Arabia (SA),People & Blogs,2016,0,508,0,1,0,4578656,2269611,352296,903725,147690,2577547,16162,12303,0,0,0,0,0,0,66700,300,300
1770,استديو المترفه للإنتاج الفني,65800,14772270,1560,Saudi Arabia (SA),People & Blogs,2016,200,74279,27,167,0,785362,46500,1155579,3229750,4735682,2695144,1303413,913840,0,34165,595,2740,37500,0,61100,2800,1900
1771,محمد خنفور,65800,4913370,119,Saudi Arabia (SA),People & Blogs,2008,0,3185,1,7,0,1178979,966720,367729,1365474,731741,163892,94394,44441,0,27187,13560,6253,14500,4600,100,200,200
1772,Mjnon Games,65200,7579800,75,Saudi Arabia (SA),Gaming,2016,0,826,0,1,0,0,0,6525970,403908,450511,123092,53867,22452,0,0,0,65100,300,500,200,300,200
1773,Khalid Otaifa خالد عطيفه,65200,2723932,129,Saudi Arabia (SA),People & Blogs,2016,0,1210135,0,453,108148,943463,1312825,1038981,515694,392901,96290,551349,1133021,1124,8183,20507,16986,8100,5300,3100,1600,300
